timestamp,equipment_id,operator_id,latitude,longitude,speed_mph,engine_load_pct,engine_rpm,fuel_rate_gph,co2_rate_lbs_per_hour,fuel_cost_per_hour,operation_type,operation_name,implement_width_ft,hydraulic_pressure_psi,coolant_temp_f,soil_type,terrain_type,field_acres,pass_number,acres_per_hour,fuel_per_acre,weather_factor
2025-08-10T09:39:14.955925,JD8370R_001,OP_001,41.584253,-93.621582,10.1,77.6,1943,27.9,624.96,107.41,sprayer,Chemical Application,60,2747,203,clay,flat,160,0,0.11,244.28,1.16
2025-08-10T09:39:20.670211,JD8370R_001,OP_001,41.584252,-93.62143,9.1,95.0,2065,34.73,777.95,133.71,sprayer,Chemical Application,60,2242,195,clay,flat,160,0,0.1,336.73,1.16
2025-08-10T09:39:26.384497,JD8370R_001,OP_001,41.58424,-93.62127,14.3,76.3,1934,29.29,656.1,112.77,sprayer,Chemical Application,60,2478,196,clay,flat,160,0,0.16,180.19,1.16
2025-08-10T09:39:32.098782,JD8370R_001,OP_001,41.584285,-93.621116,10.7,93.6,2055,35.09,786.02,135.1,sprayer,Chemical Application,60,2264,187,clay,flat,160,0,0.12,288.86,1.16
2025-08-10T09:39:37.813068,JD8370R_001,OP_001,41.584225,-93.620935,11.1,87.0,2008,32.41,725.98,124.78,sprayer,Chemical Application,60,2050,187,clay,flat,160,0,0.13,256.32,1.16
2025-08-10T09:39:43.527354,JD8370R_001,OP_001,41.584219,-93.620738,12.6,90.1,2030,34.59,774.82,133.17,sprayer,Chemical Application,60,1869,199,clay,flat,160,0,0.14,241.79,1.16
2025-08-10T09:39:49.241639,JD8370R_001,OP_001,41.584272,-93.620537,12.9,70.5,1893,26.16,585.98,100.72,sprayer,Chemical Application,60,2517,196,clay,flat,160,0,0.15,178.53,1.16
2025-08-10T09:39:54.955925,JD8370R_001,OP_001,41.584291,-93.620392,12.9,77.3,1940,29.07,651.17,111.92,sprayer,Chemical Application,60,2650,195,clay,flat,160,0,0.15,198.12,1.16
2025-08-10T09:40:00.670211,JD8370R_001,OP_001,41.584237,-93.62026,9.2,69.7,1887,24.3,544.32,93.56,sprayer,Chemical Application,60,1842,198,clay,flat,160,0,0.1,233.68,1.16
2025-08-10T09:40:06.384497,JD8370R_001,OP_001,41.58427,-93.620048,10.8,66.7,1866,23.76,532.22,91.48,sprayer,Chemical Application,60,2274,202,clay,flat,160,0,0.12,192.98,1.16
2025-08-10T09:40:12.098782,JD8370R_001,OP_001,41.584231,-93.619892,12.9,73.2,1912,27.31,611.74,105.14,sprayer,Chemical Application,60,2460,197,clay,flat,160,0,0.15,186.37,1.16
2025-08-10T09:40:17.813068,JD8370R_001,OP_001,41.584221,-93.619679,13.8,67.1,1869,25.04,560.9,96.4,sprayer,Chemical Application,60,2216,199,clay,flat,160,0,0.16,160.22,1.16
2025-08-10T09:40:23.527354,JD8370R_001,OP_001,41.584249,-93.619563,9.6,74.6,1922,26.44,592.26,101.79,sprayer,Chemical Application,60,2516,185,clay,flat,160,0,0.11,243.51,1.16
2025-08-10T09:40:29.241639,JD8370R_001,OP_001,41.584225,-93.619374,10.3,95.0,2065,35.44,793.86,136.44,sprayer,Chemical Application,60,2772,190,clay,flat,160,0,0.12,304.26,1.16
2025-08-10T09:40:34.955925,JD8370R_001,OP_001,41.584232,-93.619202,8.2,69.1,1883,23.71,531.1,91.28,sprayer,Chemical Application,60,2365,189,clay,flat,160,0,0.09,253.67,1.16
2025-08-10T09:40:40.670211,JD8370R_001,OP_001,41.584279,-93.619025,13.1,67.3,1871,24.88,557.31,95.79,sprayer,Chemical Application,60,2574,198,clay,flat,160,0,0.15,167.38,1.16
2025-08-10T09:40:46.384497,JD8370R_001,OP_001,41.584217,-93.618866,13.4,77.7,1943,29.48,660.35,113.5,sprayer,Chemical Application,60,2183,193,clay,flat,160,0,0.15,193.32,1.16
2025-08-10T09:40:52.098782,JD8370R_001,OP_001,41.584207,-93.61865,10.5,83.0,1981,30.37,680.29,116.92,sprayer,Chemical Application,60,2110,204,clay,flat,160,0,0.12,255.0,1.16
2025-08-10T09:40:57.813068,JD8370R_001,OP_001,41.584251,-93.618498,7.4,95.0,2065,33.74,755.78,129.9,sprayer,Chemical Application,60,2591,191,clay,flat,160,0,0.08,399.74,1.16
2025-08-10T09:41:03.527354,JD8370R_001,OP_001,41.584233,-93.618323,7.4,95.0,2065,33.71,755.1,129.78,sprayer,Chemical Application,60,2182,194,clay,flat,160,0,0.08,401.89,1.16
2025-08-10T09:41:09.241639,JD8370R_001,OP_001,41.584237,-93.61814,8.5,94.6,2062,34.21,766.3,131.71,sprayer,Chemical Application,60,2014,187,clay,flat,160,0,0.1,356.0,1.16
2025-08-10T09:41:14.955925,JD8370R_001,OP_001,41.584328,-93.618143,9.2,66.2,1863,22.94,513.86,88.32,sprayer,Chemical Application,60,2348,196,clay,flat,160,1,0.1,220.34,1.16
2025-08-10T09:41:20.670211,JD8370R_001,OP_001,41.584321,-93.618323,10.0,95.0,2065,35.31,790.94,135.94,sprayer,Chemical Application,60,2431,196,clay,flat,160,1,0.11,309.42,1.16
2025-08-10T09:41:26.384497,JD8370R_001,OP_001,41.584348,-93.618495,6.3,81.9,1973,28.04,628.1,107.95,sprayer,Chemical Application,60,2774,193,clay,flat,160,1,0.07,392.81,1.16
2025-08-10T09:41:32.098782,JD8370R_001,OP_001,41.584306,-93.618645,7.2,73.0,1910,24.76,554.62,95.33,sprayer,Chemical Application,60,2262,191,clay,flat,160,1,0.08,304.55,1.16
2025-08-10T09:41:37.813068,JD8370R_001,OP_001,41.584323,-93.618779,8.7,72.8,1909,25.37,568.29,97.67,sprayer,Chemical Application,60,2584,189,clay,flat,160,1,0.1,255.21,1.16
2025-08-10T09:41:43.527354,JD8370R_001,OP_001,41.584304,-93.61904,12.4,68.3,1878,25.03,560.67,96.37,sprayer,Chemical Application,60,2044,190,clay,flat,160,1,0.14,178.29,1.16
2025-08-10T09:41:49.241639,JD8370R_001,OP_001,41.584337,-93.619195,12.2,84.1,1988,31.75,711.2,122.24,sprayer,Chemical Application,60,2231,185,clay,flat,160,1,0.14,228.16,1.16
2025-08-10T09:41:54.955925,JD8370R_001,OP_001,41.584347,-93.619367,8.7,90.6,2033,32.64,731.14,125.66,sprayer,Chemical Application,60,1945,204,clay,flat,160,1,0.1,328.78,1.16
2025-08-10T09:42:00.670211,JD8370R_001,OP_001,41.584336,-93.61954,13.2,89.4,2025,34.62,775.49,133.29,sprayer,Chemical Application,60,2749,190,clay,flat,160,1,0.15,231.22,1.16
2025-08-10T09:42:06.384497,JD8370R_001,OP_001,41.584344,-93.619691,12.7,67.4,1871,24.77,554.85,95.36,sprayer,Chemical Application,60,2443,191,clay,flat,160,1,0.14,171.89,1.16
2025-08-10T09:42:12.098782,JD8370R_001,OP_001,41.584286,-93.619854,9.7,74.4,1920,26.4,591.36,101.64,sprayer,Chemical Application,60,2536,185,clay,flat,160,1,0.11,239.79,1.16
2025-08-10T09:42:17.813068,JD8370R_001,OP_001,41.584351,-93.620045,12.2,72.7,1908,26.78,599.87,103.1,sprayer,Chemical Application,60,1892,200,clay,flat,160,1,0.14,192.9,1.16
2025-08-10T09:42:23.527354,JD8370R_001,OP_001,41.584318,-93.620231,11.1,91.1,2037,34.2,766.08,131.67,sprayer,Chemical Application,60,2720,185,clay,flat,160,1,0.13,271.71,1.16
2025-08-10T09:42:29.241639,JD8370R_001,OP_001,41.584273,-93.620425,9.7,71.8,1902,25.39,568.74,97.75,sprayer,Chemical Application,60,1958,191,clay,flat,160,1,0.11,229.92,1.16
2025-08-10T09:42:34.955925,JD8370R_001,OP_001,41.584347,-93.620624,11.2,82.1,1974,30.35,679.84,116.85,sprayer,Chemical Application,60,2372,195,clay,flat,160,1,0.13,238.4,1.16
2025-08-10T09:42:40.670211,JD8370R_001,OP_001,41.584319,-93.620769,10.4,85.6,1999,31.43,704.03,121.01,sprayer,Chemical Application,60,2760,194,clay,flat,160,1,0.12,266.07,1.16
2025-08-10T09:42:46.384497,JD8370R_001,OP_001,41.584346,-93.620893,12.7,82.3,1975,31.15,697.76,119.93,sprayer,Chemical Application,60,2490,196,clay,flat,160,1,0.14,215.74,1.16
2025-08-10T09:42:52.098782,JD8370R_001,OP_001,41.584326,-93.621127,8.4,93.6,2055,33.76,756.22,129.98,sprayer,Chemical Application,60,2115,187,clay,flat,160,1,0.1,352.02,1.16
2025-08-10T09:42:57.813068,JD8370R_001,OP_001,41.584313,-93.621243,9.2,94.5,2061,34.6,775.04,133.21,sprayer,Chemical Application,60,2684,190,clay,flat,160,1,0.1,330.31,1.16
2025-08-10T09:43:03.527354,JD8370R_001,OP_001,41.584314,-93.621415,9.5,86.0,2002,31.15,697.76,119.93,sprayer,Chemical Application,60,2683,187,clay,flat,160,1,0.11,287.8,1.16
2025-08-10T09:43:09.241639,JD8370R_001,OP_001,41.584305,-93.621601,8.8,72.2,1905,25.14,563.14,96.79,sprayer,Chemical Application,60,2563,196,clay,flat,160,1,0.1,251.03,1.16
2025-08-10T09:43:14.955925,JD8370R_001,OP_001,41.584312,-93.621776,8.7,72.5,1907,25.24,565.38,97.17,sprayer,Chemical Application,60,2422,201,clay,flat,160,1,0.1,254.86,1.16
2025-08-10T09:43:20.670211,JD8370R_001,OP_001,41.58433,-93.621972,14.6,80.9,1966,31.49,705.38,121.24,sprayer,Chemical Application,60,2723,189,clay,flat,160,1,0.17,189.22,1.16
2025-08-10T09:43:26.384497,JD8370R_001,OP_001,41.584351,-93.62216,9.3,95.0,2065,34.85,780.64,134.17,sprayer,Chemical Application,60,2081,194,clay,flat,160,1,0.11,330.47,1.16
2025-08-10T09:43:32.098782,JD8370R_001,OP_001,41.584286,-93.622319,11.5,74.8,1923,27.36,612.86,105.34,sprayer,Chemical Application,60,2458,193,clay,flat,160,1,0.13,209.48,1.16
2025-08-10T09:43:37.813068,JD8370R_001,OP_001,41.584309,-93.622481,15.0,95.0,2065,38.28,857.47,147.38,sprayer,Chemical Application,60,2376,186,clay,flat,160,1,0.17,224.68,1.16
2025-08-10T09:43:43.527354,JD8370R_001,OP_001,41.584317,-93.622647,11.5,88.9,2022,33.48,749.95,128.9,sprayer,Chemical Application,60,2684,191,clay,flat,160,1,0.13,255.57,1.16
2025-08-10T09:43:49.241639,JD8370R_001,OP_001,41.58429,-93.622854,13.2,90.7,2034,35.22,788.93,135.6,sprayer,Chemical Application,60,2771,203,clay,flat,160,1,0.15,234.1,1.16
2025-08-10T09:43:54.955925,JD8370R_001,OP_001,41.584322,-93.622994,14.1,77.7,1943,29.79,667.3,114.69,sprayer,Chemical Application,60,2416,187,clay,flat,160,1,0.16,186.23,1.16
2025-08-10T09:44:00.670211,JD8370R_001,OP_001,41.58435,-93.623165,12.5,95.0,2065,36.79,824.1,141.64,sprayer,Chemical Application,60,2667,198,clay,flat,160,1,0.14,258.9,1.16
2025-08-10T09:44:06.384497,JD8370R_001,OP_001,41.584322,-93.623376,14.8,94.4,2060,37.89,848.74,145.88,sprayer,Chemical Application,60,2077,196,clay,flat,160,1,0.17,224.93,1.16
2025-08-10T09:44:12.098782,JD8370R_001,OP_001,41.58432,-93.6235,9.8,80.1,1960,28.78,644.67,110.8,sprayer,Chemical Application,60,2626,201,clay,flat,160,1,0.11,258.97,1.16
2025-08-10T09:44:17.813068,JD8370R_001,OP_001,41.584304,-93.623688,9.6,89.0,2022,32.46,727.1,124.97,sprayer,Chemical Application,60,2125,203,clay,flat,160,1,0.11,296.82,1.16
2025-08-10T09:44:23.527354,JD8370R_001,OP_001,41.584303,-93.62387,10.5,95.0,2065,35.6,797.44,137.06,sprayer,Chemical Application,60,2504,191,clay,flat,160,1,0.12,297.82,1.16
2025-08-10T09:44:29.241639,JD8370R_001,OP_001,41.584346,-93.624077,9.5,95.0,2065,34.97,783.33,134.63,sprayer,Chemical Application,60,2247,202,clay,flat,160,1,0.11,324.68,1.16
2025-08-10T09:44:34.955925,JD8370R_001,OP_001,41.584292,-93.624197,9.9,90.1,2030,33.11,741.66,127.47,sprayer,Chemical Application,60,2507,191,clay,flat,160,1,0.11,294.16,1.16
2025-08-10T09:44:40.670211,JD8370R_001,OP_001,41.584297,-93.624391,8.1,67.7,1873,23.13,518.11,89.05,sprayer,Chemical Application,60,2254,200,clay,flat,160,1,0.09,251.05,1.16
2025-08-10T09:44:46.384497,JD8370R_001,OP_001,41.584294,-93.624568,8.0,67.6,1873,23.04,516.1,88.7,sprayer,Chemical Application,60,2691,197,clay,flat,160,1,0.09,253.22,1.16
2025-08-10T09:44:52.098782,JD8370R_001,OP_001,41.584365,-93.624742,9.2,82.7,1979,29.61,663.26,114.0,sprayer,Chemical Application,60,2280,189,clay,flat,160,1,0.1,282.99,1.16
2025-08-10T09:44:57.813068,JD8370R_001,OP_001,41.584304,-93.624909,13.3,70.3,1891,26.2,586.88,100.87,sprayer,Chemical Application,60,2025,190,clay,flat,160,1,0.15,173.74,1.16
2025-08-10T09:45:03.527354,JD8370R_001,OP_001,41.584334,-93.625069,8.6,85.7,1999,30.53,683.87,117.54,sprayer,Chemical Application,60,2556,196,clay,flat,160,1,0.1,311.32,1.16
2025-08-10T09:45:09.241639,JD8370R_001,OP_001,41.584314,-93.625274,9.9,77.5,1942,27.79,622.5,106.99,sprayer,Chemical Application,60,2539,202,clay,flat,160,1,0.11,246.23,1.16
2025-08-10T09:45:14.955925,JD8370R_001,OP_001,41.584313,-93.625446,9.1,78.6,1950,27.89,624.74,107.38,sprayer,Chemical Application,60,2374,199,clay,flat,160,1,0.1,269.13,1.16
2025-08-10T09:45:20.670211,JD8370R_001,OP_001,41.584335,-93.625597,8.0,86.3,2004,30.47,682.53,117.31,sprayer,Chemical Application,60,1947,192,clay,flat,160,1,0.09,334.71,1.16
2025-08-10T09:45:26.384497,JD8370R_001,OP_001,41.584301,-93.625768,9.4,74.7,1922,26.4,591.36,101.64,sprayer,Chemical Application,60,2587,200,clay,flat,160,1,0.11,247.89,1.16
2025-08-10T09:45:32.098782,JD8370R_001,OP_001,41.584311,-93.62593,13.7,95.0,2065,37.49,839.78,144.34,sprayer,Chemical Application,60,2363,199,clay,flat,160,1,0.16,241.28,1.16
2025-08-10T09:45:37.813068,JD8370R_001,OP_001,41.584335,-93.626124,13.4,71.7,1901,26.86,601.66,103.41,sprayer,Chemical Application,60,2350,194,clay,flat,160,1,0.15,176.04,1.16
2025-08-10T09:45:43.527354,JD8370R_001,OP_001,41.584335,-93.626281,14.8,86.4,2004,34.12,764.29,131.36,sprayer,Chemical Application,60,2609,190,clay,flat,160,1,0.17,202.73,1.16
2025-08-10T09:45:49.241639,JD8370R_001,OP_001,41.584336,-93.626468,13.4,83.1,1981,31.91,714.78,122.85,sprayer,Chemical Application,60,2333,185,clay,flat,160,1,0.15,208.8,1.16
2025-08-10T09:45:54.955925,JD8370R_001,OP_001,41.584341,-93.626613,10.6,88.7,2020,32.86,736.06,126.51,sprayer,Chemical Application,60,2434,189,clay,flat,160,1,0.12,272.85,1.16
2025-08-10T09:46:00.670211,JD8370R_001,OP_001,41.58434,-93.626817,11.2,73.7,1916,26.81,600.54,103.22,sprayer,Chemical Application,60,1988,204,clay,flat,160,1,0.13,210.21,1.16
